연도,순위,이름,ERA,경기수,승리,패배,세이브,홀드,승률,이닝,피안타,피홈런,볼넷,사구,삼진,실점,자책점,WHIP,완투,완봉,퀄리티스타트,블론세이브,총타자상대,투구수,피안타율,2루타,3루타,희생타,희생플라이,고의사구,폭투,보크
2020,23,김기탁,9.00,5,0,0,0,0,-,7,13,1,5,0,3,10,7,2.57,0,0,0,0,40,162,0.382,4,0,0,1,0,0,0
2020,23,신정락,9.00,16,0,1,0,0,0.000,12,15,2,7,2,14,12,12,1.83,0,0,0,0,57,243,0.313,3,1,0,0,0,2,0
2020,25,황영국,10.24,21,0,0,0,4,-,19 1/3,29,3,14,2,17,22,22,2.22,0,0,0,1,101,420,0.345,4,0,0,1,1,3,0
2020,26,윤호솔,10.50,6,0,1,0,0,0.000,6,8,2,6,0,4,8,7,2.33,0,0,0,0,32,132,0.320,3,0,1,0,1,1,0
2020,27,오동욱,13.50,4,0,1,0,0,0.000,10,22,3,7,2,5,19,15,2.90,0,0,0,0,60,230,0.431,4,0,0,0,0,0,0
2020,27,임준섭,13.50,10,0,2,0,1,0.000,8 2/3,18,1,6,0,6,13,13,2.77,0,0,0,0,49,178,0.419,5,0,0,0,0,1,0
2020,29,한승주,16.20,1,0,0,0,0,-,1 2/3,3,1,2,0,2,3,3,3.00,0,0,0,0,10,36,0.429,0,0,0,1,0,0,0
2020,30,노시환,18.00,1,0,0,0,0,-,1,1,1,0,1,0,2,2,1.00,0,0,0,0,5,21,0.250,0,0,0,0,0,0,0
2021,1,문동욱,0.00,1,0,0,0,0,-,1 1/3,1,0,1,0,2,0,0,1.50,0,0,0,0,6,24,0.200,0,0,0,0,0,0,0
2021,1,신지후,0.00,2,0,0,0,0,-,1/3,0,0,1,0,0,2,0,3.00,0,0,0,0,3,14,0.000,0,0,0,0,0,0,0
2021,1,정진호,0.00,3,0,0,0,0,-,1 2/3,1,0,1,0,0,0,0,1.20,0,0,0,0,6,23,0.200,0,0,0,0,0,0,0
2021,4,강재민,2.13,58,2,1,5,13,0.667,63 1/3,51,2,26,5,55,16,15,1.22,0,0,0,6,269,1159,0.220,13,0,3,3,3,1,1
2021,5,장민재,2.76,12,0,2,0,0,0.000,29 1/3,34,4,8,0,13,17,9,1.43,0,0,1,0,128,453,0.288,7,0,2,0,1,1,0
2021,6,킹험,3.19,25,10,8,0,0,0.556,144,117,11,41,5,131,58,51,1.10,0,0,15,0,591,2356,0.219,22,0,5,5,1,4,2
2021,7,송윤준,3.55,17,0,0,0,2,-,12 2/3,12,1,6,2,8,5,5,1.42,0,0,0,0,55,217,0.255,2,0,0,0,1,0,0
2021,8,주현상,3.58,43,2,2,0,4,0.500,50 1/3,46,6,21,1,33,21,20,1.33,0,0,0,0,218,925,0.241,6,3,3,2,2,6,0
2021,9,김진영,3.93,20,0,1,0,1,0.000,18 1/3,16,2,14,0,8,8,8,1.64,0,0,0,0,81,309,0.242,3,0,0,1,2,1,0
2021,10,윤대경,3.94,43,2,5,0,7,0.286,77 2/3,73,8,34,6,54,35,34,1.38,0,0,0,0,337,1291,0.247,13,0,2,0,2,3,0
2021,11,카펜터,3.97,31,5,12,0,0,0.294,170,150,16,72,19,179,90,75,1.31,0,0,12,0,746,2999,0.234,21,3,8,5,0,7,1
2021,12,김민우,4.00,29,14,10,0,0,0.583,155 1/3,131,15,76,7,125,71,69,1.33,0,0,11,0,662,2666,0.230,23,1,4,6,1,5,1
2021,13,배동현,4.50,20,1,3,0,0,0.250,38,34,3,25,4,26,21,19,1.55,0,0,0,0,177,731,0.234,9,1,0,3,0,1,2
2021,14,윤호솔,4.62,55,3,0,0,8,1.000,48 2/3,41,7,30,3,42,29,25,1.46,0,0,0,0,214,841,0.233,13,2,1,4,1,3,0
2021,15,김기중,4.70,15,2,4,0,0,0.333,53 2/3,63,4,36,4,36,32,28,1.84,0,0,1,0,260,1040,0.294,10,1,2,4,2,0,2
2021,16,김종수,4.82,49,1,1,0,6,0.500,46 2/3,34,7,32,3,38,29,25,1.41,0,0,0,0,208,925,0.202,10,0,1,4,0,2,0
2021,16,정인욱,4.82,8,0,0,0,0,-,9 1/3,6,2,10,0,6,6,5,1.71,0,0,0,0,44,212,0.176,1,0,0,0,0,0,0
2021,18,김범수,5.22,56,4,9,1,9,0.308,70 2/3,68,2,42,2,70,44,41,1.56,0,0,0,5,319,1337,0.253,11,2,2,4,1,8,1
2021,19,오동욱,5.40,34,0,1,0,2,0.000,25,21,3,16,5,13,17,15,1.48,0,0,0,0,117,455,0.221,9,0,0,1,0,0,0
2021,20,황영국,5.52,18,0,2,0,2,0.000,14 2/3,16,0,10,1,15,10,9,1.77,0,0,0,2,71,280,0.281,1,0,0,3,0,2,0
2021,21,정우람,5.64,50,1,4,15,1,0.200,44 2/3,47,5,20,5,32,29,28,1.50,0,0,0,5,199,817,0.280,5,0,4,2,2,0,0
2021,22,김기탁,5.84,19,0,0,0,4,-,12 1/3,14,0,7,1,12,10,8,1.70,0,0,0,1,58,226,0.298,4,1,0,3,0,0,0
2021,23,윤산흠,6.00,5,0,0,0,0,-,3,7,0,2,2,2,2,2,3.00,0,0,0,0,19,75,0.467,0,0,0,0,0,0,0
2021,24,장시환,7.04,19,0,11,0,1,0.000,69,87,4,48,6,47,62,54,1.96,1,0,1,0,342,1329,0.306,12,1,1,3,2,7,0
2021,25,남지민,7.36,3,0,1,0,0,0.000,7 1/3,9,1,7,3,3,6,6,2.18,0,0,0,0,41,154,0.290,2,0,0,0,0,0,0
2021,26,김도현,7.62,14,0,1,0,0,0.000,26,32,2,22,4,13,22,22,2.08,0,0,0,0,132,526,0.308,5,0,1,1,0,1,0
2021,27,이충호,7.71,17,1,0,0,0,1.000,16 1/3,20,1,13,3,11,17,14,2.02,0,0,0,0,85,332,0.294,2,2,1,0,0,0,0
2021,28,신정락,8.55,20,0,2,0,2,0.000,20,25,3,15,3,14,24,19,2.00,0,0,0,0,102,384,0.333,6,1,4,5,2,0,0
2021,29,장웅정,9.82,4,0,0,0,0,-,7 1/3,15,4,2,0,4,8,8,2.32,0,0,0,0,38,136,0.417,4,0,0,0,0,1,0
2021,30,서균,10.80,3,0,0,0,0,-,1 2/3,2,0,0,2,0,2,2,1.20,0,0,0,0,10,37,0.333,0,0,1,1,0,0,0
2022,1,박상원,2.25,14,0,0,0,4,-,12,11,0,6,0,16,4,3,1.42,0,0,0,1,53,217,0.256,1,0,1,3,0,1,0
2022,2,임준섭,2.45,5,0,0,0,0,-,3 2/3,5,0,1,1,0,1,1,1.64,0,0,0,0,18,70,0.357,1,0,0,2,0,2,0
2022,3,카펜터,2.50,4,0,1,0,0,0.000,18,19,1,6,1,15,6,5,1.39,0,0,0,0,79,330,0.268,5,0,0,1,0,1,0
2022,4,윤산흠,2.67,37,1,1,0,3,0.500,33 2/3,23,1,30,2,46,12,10,1.57,0,0,0,2,155,683,0.189,7,0,1,0,4,6,0
2022,5,킹험,2.76,3,1,2,0,0,0.333,16 1/3,15,1,5,1,18,6,5,1.22,0,0,2,0,70,286,0.238,2,1,0,1,0,0,0
2022,6,정우람,2.95,23,0,1,1,7,0.000,18 1/3,23,1,6,0,20,8,6,1.58,0,0,0,0,84,329,0.307,5,0,2,1,1,0,0
2022,7,장민재,3.55,32,7,8,0,0,0.467,126 2/3,124,15,39,4,75,54,50,1.29,0,0,3,0,531,2117,0.259,18,2,4,5,1,3,0
2022,8,페냐,3.72,13,5,4,0,0,0.556,67 2/3,63,4,30,4,72,33,28,1.37,0,0,5,0,293,1211,0.247,10,2,3,1,0,4,0
2022,9,신정락,4.02,44,2,1,1,4,0.667,47,52,4,16,7,23,25,21,1.45,0,0,0,0,215,750,0.278,10,1,1,4,2,2,0
2022,10,윤호솔,4.04,52,3,5,0,7,0.375,42 1/3,43,2,28,0,33,26,19,1.68,0,0,0,2,199,801,0.256,6,1,2,1,2,3,0
2022,11,라미레즈,4.13,13,2,6,0,0,0.250,65 1/3,52,4,37,7,47,33,30,1.36,0,0,6,0,285,1164,0.219,6,0,2,1,0,0,1
2022,12,강재민,4.21,56,4,8,7,7,0.333,51 1/3,44,7,29,4,39,26,24,1.42,0,0,0,5,232,911,0.228,5,1,5,1,8,1,0
2022,13,김민우,4.36,29,6,11,0,0,0.353,163,143,16,84,8,129,82,79,1.39,1,0,13,0,711,2752,0.237,40,1,11,4,8,13,0
2022,14,김범수,4.36,78,3,7,0,27,0.300,66,64,5,35,3,58,36,32,1.50,0,0,0,5,289,1137,0.261,13,0,5,1,5,2,0
2022,15,장시환,4.38,64,0,5,14,9,0.000,63 2/3,57,4,33,1,67,37,31,1.41,0,0,0,5,280,1182,0.239,14,2,7,1,4,2,0
2022,16,김종수,4.40,52,3,4,1,6,0.429,45,39,5,21,2,45,30,22,1.33,0,0,0,3,197,823,0.236,15,1,4,5,1,1,1
2022,17,박윤철,4.59,11,0,3,0,0,0.000,33 1/3,41,5,23,2,16,22,17,1.92,0,0,0,0,164,643,0.301,7,0,1,2,0,2,1
2022,18,김규연,5.27,12,0,0,0,1,-,13 2/3,16,2,12,0,11,11,8,2.05,0,0,0,0,70,296,0.281,5,0,0,1,0,2,0
2022,19,김재영,5.40,30,0,2,0,1,0.000,30,33,1,12,7,16,25,18,1.50,0,0,0,0,137,533,0.292,13,0,1,4,2,2,0
2022,20,문동주,5.65,13,1,3,0,2,0.250,28 2/3,28,5,14,1,36,19,18,1.47,0,0,0,0,127,482,0.255,5,1,1,1,0,2,1
2022,21,김기중,6.00,5,0,2,0,0,0.000,12,14,4,11,1,8,10,8,2.08,0,0,0,0,63,248,0.292,2,0,1,2,0,0,0
2022,22,송윤준,6.23,3,0,0,0,0,-,4 1/3,3,0,2,2,3,3,3,1.15,0,0,0,0,21,72,0.188,0,1,1,0,0,0,0
2022,23,이민우,6.25,25,1,1,0,0,0.500,44 2/3,60,3,17,3,23,33,31,1.72,0,0,0,0,206,807,0.324,9,2,0,1,0,1,0
2022,24,한승주,6.32,7,0,0,0,0,-,15 2/3,25,0,4,3,12,11,11,1.85,0,0,0,0,76,277,0.368,3,0,0,1,0,0,0
2022,25,남지민,6.37,22,2,11,0,0,0.154,89,109,9,45,3,41,68,63,1.73,0,0,3,0,418,1554,0.298,19,1,1,3,0,5,0
2022,26,주현상,6.83,49,0,1,1,3,0.000,55 1/3,69,5,14,5,33,43,42,1.50,0,0,0,1,247,916,0.311,18,3,3,3,1,1,0
2022,22,송윤준,6.23,3,0,0,0,0,-,4 1/3,3,0,2,2,3,3,3,1.15,0,0,5,1,349,1268,0.335,22,2,5,4,0,5,0
2022,28,류희운,8.49,15,0,1,0,0,0.000,11 2/3,15,2,7,2,10,11,11,1.89,0,0,0,0,56,221,0.326,1,0,0,1,0,2,0
2022,29,이충호,9.64,5,1,0,0,0,1.000,4 2/3,7,1,5,1,4,5,5,2.57,0,0,0,0,27,101,0.333,1,0,0,0,0,1,0
2022,30,이승관,10.13,7,0,0,0,0,-,5 1/3,8,0,4,1,3,6,6,2.25,0,0,0,0,28,103,0.381,1,0,1,1,0,0,0
2023,1,주현상,1.96,55,2,2,0,12,0.500,59 2/3,35,2,15,3,45,13,13,0.84,0,0,0,1,228,897,0.172,6,1,5,1,1,0,0
2023,2,윤대경,2.45,47,5,1,0,2,0.833,47 2/3,36,4,19,6,28,18,13,1.15,0,0,0,1,199,795,0.209,9,1,1,1,0,2,0
2023,3,이민우,2.63,17,2,1,0,2,0.667,13 2/3,8,2,6,0,11,6,4,1.02,0,0,0,0,57,239,0.167,0,0,1,2,0,1,0
2023,4,김규연,2.75,23,0,1,1,0,0.000,19 2/3,16,0,10,2,20,7,6,1.32,0,0,0,0,85,344,0.222,2,1,1,0,0,2,0
2023,5,이태양,3.23,50,3,3,0,2,0.500,100 1/3,100,7,21,3,72,44,36,1.21,0,0,1,0,422,1560,0.260,25,6,7,6,2,1,0
2023,6,장시환,3.38,39,2,2,1,7,0.500,34 2/3,32,1,21,4,24,13,13,1.53,0,0,0,4,153,598,0.260,4,0,3,2,1,3,0
2023,7,페냐,3.60,32,11,11,0,0,0.500,177 1/3,149,14,59,18,147,82,71,1.17,0,0,19,0,751,2886,0.225,28,5,10,2,1,16,4
2023,8,박상원,3.65,55,5,3,16,0,0.625,61 2/3,63,2,29,3,57,35,25,1.49,0,0,0,6,277,1103,0.267,9,3,4,4,4,2,0
2023,9,문동주,3.72,23,8,8,0,0,0.500,118 2/3,113,6,42,4,95,52,49,1.31,0,0,7,0,503,2067,0.249,20,2,2,1,0,5,1
2023,10,산체스,3.79,24,7,8,0,0,0.467,126,136,13,28,6,99,62,53,1.30,0,0,8,0,540,2125,0.273,23,0,5,3,2,3,0
2023,11,한승주,3.95,47,1,4,0,2,0.200,70 2/3,81,6,31,4,55,34,31,1.58,0,0,0,0,320,1267,0.287,16,2,2,1,2,5,0
2023,12,김범수,4.19,76,5,5,1,18,0.500,62 1/3,64,3,33,3,52,33,29,1.56,0,0,0,7,283,1097,0.263,10,0,2,2,5,4,0
2023,13,류원석,4.50,1,0,0,0,0,-,2,1,0,0,1,1,1,1,0.50,0,0,0,0,8,34,0.143,0,0,0,0,0,1,0
2023,14,김기중,4.63,37,1,3,0,1,0.250,56 1/3,58,4,29,9,46,33,29,1.54,0,0,0,0,253,1022,0.278,9,3,5,1,1,2,0
2023,15,장민재,4.83,25,3,8,0,1,0.273,69,79,12,22,5,61,46,37,1.46,0,0,2,0,308,1177,0.288,13,2,4,3,2,5,0
2023,16,정우람,5.36,52,0,1,0,8,0.000,40 1/3,45,3,17,2,30,24,24,1.54,0,0,0,1,183,766,0.278,8,2,0,2,0,3,0
2023,17,윤산흠,6.00,5,0,0,0,0,-,3,3,0,6,0,3,2,2,3.00,0,0,0,1,18,83,0.273,1,0,1,0,0,0,0
2023,18,강재민,6.44,43,1,3,0,12,0.250,43 1/3,35,5,19,8,42,31,31,1.25,0,0,0,3,189,785,0.224,10,1,1,5,0,0,0
2023,19,한승혁,6.44,21,0,3,0,1,0.000,36 1/3,48,3,21,3,28,27,26,1.90,0,0,0,0,176,684,0.324,9,0,0,4,0,4,0
2023,20,남지민,6.45,16,1,7,0,0,0.125,37 2/3,54,0,13,6,23,31,27,1.78,0,0,1,0,186,678,0.333,12,0,1,4,1,3,0
2023,21,스미스,6.75,1,0,0,0,0,-,2 2/3,3,0,0,1,2,2,2,1.13,0,0,0,0,12,60,0.273,0,0,0,0,0,0,0
2023,22,김민우,6.97,12,1,6,0,0,0.143,51 2/3,65,6,28,2,43,43,40,1.80,0,0,2,0,243,959,0.313,16,2,3,2,0,5,0
2023,23,김서현,7.25,20,0,0,1,0,-,22 1/3,22,1,23,7,26,20,18,2.01,0,0,0,0,114,476,0.265,4,2,1,0,1,3,1
2023,24,송윤준,8.31,4,0,0,0,0,-,4 1/3,4,0,2,0,3,4,4,1.38,0,0,0,0,19,69,0.250,2,0,0,1,0,0,1
2023,25,이충호,9.35,11,0,0,0,0,-,8 2/3,12,2,5,1,7,9,9,1.96,0,0,0,0,41,145,0.353,0,0,1,0,0,0,0
2023,26,김재영,10.13,6,0,0,0,0,-,8,13,2,2,2,5,9,9,1.88,0,0,0,0,40,145,0.361,2,1,0,0,0,0,0
2023,27,류희운,11.25,3,0,0,0,0,-,4,6,1,2,0,4,5,5,2.00,0,0,0,0,20,68,0.333,1,0,0,0,0,0,0
2023,28,장지수,18.00,1,0,0,0,0,-,2,4,0,2,0,0,5,4,3.00,0,0,0,0,11,44,0.444,0,0,0,0,0,1,0
2023,29,박준영,18.69,4,0,0,0,0,-,4 1/3,2,0,8,0,7,9,9,2.31,0,0,0,0,23,101,0.143,0,0,0,1,0,1,0
2023,30,박윤철,21.60,3,0,0,0,0,-,3 1/3,5,2,5,0,1,8,8,3.00,0,0,0,0,20,81,0.333,2,0,0,0,0,1,0
2024,1,남지민,0.00,2,0,0,0,0,-,4,2,0,2,1,3,0,0,1.00,0,0,0,0,17,70,0.143,1,0,0,0,0,1,0
2024,1,정우람,-,1,0,0,0,0,-,0,1,0,0,0,0,0,0,-,0,0,0,0,1,4,1.000,0,0,0,0,0,0,0
2024,3,김민우,2.19,3,1,0,0,0,1.000,12 1/3,7,2,6,0,13,3,3,1.05,0,0,1,0,49,186,0.163,0,0,0,0,0,0,0
2024,4,주현상,2.65,65,8,4,23,2,0.667,71 1/3,52,9,8,1,64,22,21,0.84,0,0,0,6,267,1074,0.206,8,2,4,1,0,1,0
2024,5,김승일,3.00,3,0,0,0,0,-,3,4,0,0,1,2,1,1,1.33,0,0,0,0,13,54,0.333,1,0,0,0,0,1,0
2024,6,장민재,3.10,26,1,1,0,0,0.500,29,46,2,7,1,17,10,10,1.83,0,0,0,0,138,509,0.362,7,0,2,1,0,5,0
2024,7,와이스,3.73,16,5,5,0,0,0.500,91 2/3,77,8,29,3,98,43,38,1.16,0,0,11,0,384,1463,0.223,13,5,3,3,0,6,0
2024,8,김서현,3.76,37,1,2,0,10,0.333,38 1/3,31,0,32,4,43,20,16,1.64,0,0,0,1,178,699,0.220,6,2,1,0,0,3,0
2024,9,이민우,3.76,64,2,1,1,10,0.667,55,56,5,23,1,49,25,23,1.44,0,0,0,2,235,989,0.277,10,2,4,5,0,1,0
2024,10,이충호,3.86,3,0,0,0,0,-,2 1/3,4,0,3,0,3,1,1,3.00,0,0,0,0,13,45,0.400,1,0,0,0,0,0,0
2024,11,류현진,3.87,28,10,8,0,0,0.556,158 1/3,182,12,33,3,135,78,68,1.36,0,0,16,0,679,2599,0.287,22,1,4,4,0,1,0
2024,12,산체스,4.22,11,2,3,0,0,0.400,53 1/3,60,2,21,10,56,28,25,1.52,0,0,2,0,245,960,0.283,9,1,1,1,1,2,1
2024,13,박상원,4.59,65,3,3,2,16,0.500,66 2/3,57,2,22,7,65,38,34,1.19,0,0,0,2,278,1115,0.232,18,0,1,2,0,8,0
2024,14,한승혁,5.03,70,5,5,0,19,0.500,62 2/3,63,2,38,6,64,39,35,1.61,0,0,0,5,289,1210,0.264,7,1,3,3,2,6,0
2024,15,장시환,5.13,30,2,2,0,2,0.500,33 1/3,34,3,22,1,28,27,19,1.68,0,0,0,0,156,640,0.266,6,1,3,2,0,0,0
2024,16,바리아,5.15,20,6,7,0,0,0.462,92 2/3,114,10,18,0,83,58,53,1.42,0,0,3,0,405,1602,0.299,20,1,2,3,0,6,0
2024,17,문동주,5.17,21,7,7,0,0,0.500,111 1/3,148,14,38,4,96,71,64,1.67,0,0,7,0,502,1899,0.327,25,3,5,2,1,8,1
2024,18,김범수,5.29,39,0,0,0,4,-,34,33,11,20,5,38,20,20,1.56,0,0,0,1,157,669,0.254,2,0,1,1,1,3,0
2024,19,황준서,5.38,36,2,8,0,1,0.200,72,80,9,51,5,70,44,43,1.82,0,0,1,0,341,1412,0.287,16,0,2,4,0,3,1
2024,20,이상규,5.63,21,1,4,0,0,0.200,32,39,5,15,1,27,20,20,1.69,0,0,0,1,149,614,0.298,7,1,2,0,1,1,0
2024,21,페냐,6.27,9,3,5,0,0,0.375,37 1/3,41,6,20,0,29,28,26,1.63,0,0,2,0,171,702,0.275,6,0,0,2,0,1,0
2024,22,조동욱,6.37,21,1,2,0,0,0.333,41,57,5,14,6,32,34,29,1.73,0,0,1,0,198,754,0.331,10,0,2,4,0,1,1
2024,23,김기중,6.56,27,5,4,0,0,0.556,59,83,8,27,6,39,44,43,1.86,0,0,1,0,286,1090,0.333,12,1,1,3,0,2,0
2024,24,김규연,7.02,58,1,0,0,4,1.000,59,66,6,28,4,40,50,46,1.59,0,0,0,1,270,1029,0.287,10,1,5,3,1,3,0
2024,25,윤대경,10.57,7,0,0,0,0,-,7 2/3,10,1,6,1,7,9,9,2.09,0,0,0,0,40,149,0.345,3,0,0,4,1,0,0
2024,26,장지수,10.93,13,0,0,0,0,-,14,23,0,10,2,11,18,17,2.36,0,0,0,0,75,284,0.365,5,2,0,0,2,2,0
2024,27,한승주,11.45,18,0,2,0,0,0.000,22,45,2,10,3,14,31,28,2.50,0,0,0,0,120,457,0.433,6,1,2,1,0,1,0
2024,28,이태양,11.57,10,0,2,0,0,0.000,9 1/3,17,4,2,0,2,13,12,2.04,0,0,0,0,48,180,0.370,3,0,0,0,0,0,0
2024,29,배민서,16.20,1,0,0,0,0,-,1 2/3,4,0,3,0,1,3,3,4.20,0,0,0,0,11,41,0.500,1,0,0,0,0,0,0
2024,30,김도빈,54.00,1,0,1,0,0,0.000,1/3,1,0,3,0,1,2,2,12.00,0,0,0,0,5,20,0.500,0,0,0,0,0,0,0
